review_text,sentiment
Good stuff.,1
awesome,1
good,1
Good product...,1
"plastic cover was torn slightly, product good",1
good product,1
yoo...got orignal product😊,1
Nice Shuttles.,1
i can't rate it. its too High price than offline...,0
product is good but service is worst,1
good shuttle close to feather speed,1
Genuine product. Great delivery time. Totally Satisfied.,1
super quality,1
Recive original product thanks,1
packing and parsal both are good quality,1
nice,1
good quality,1
Great,1
orginal mavis 350...gd product,1
Good product,1
"Good, but looks like old stock",0
I received the product safe,1
good one,1
genuine product delivered...,1
"some of bird heads are stained with little mud. I was worried whether these are used ones, but those are good in flight and quality.",1
Its original. Verified by its scratch code.,1
same good quality,1
nice app reliable and genuine products are delivered  thanks,1
good,1
Great product. But charges was high in online purchases near by sports shop,1
fantastic,1
impressive,1
good product,1
good quality,1
it's good product,1
Good and very fast delivery,1
good price 700/-,1
good,1
Fantastic Quality!,1
Don't buy this product from flipkart. All the shuttle from the box are wobbling.,0
Total barrel was bad.,0
great and cheap as per market,1
As always a good Pick,1
nice product...u can go for it,1
Good,1
this is the best ever i have recieved ever,1
Gud shuttle... Worth the penny...,1
good in less,1
Happy,1
"excellent quality, strong shuttle for practice, very much durable",1
very worst shuttle come,1
Good product. Genuine. Delivery on time.,1
Excellent,1
nice one,1
great,1
"worst standard of packing and product. box was already crushed from one side, no fillers to protect the box. shuttle container lid is so cheap and thin that it's almost see through type of lid. Flipkart and Yonex should check the authenticity of the product and seller",0
Good product,1
Very poor quality shuttles. Not withstanding even one hour singles game,0
Good,1
nice,1
Awesome product,1
bad,0
the price is high.. in local market RS 50 less,1
genuine product...,1
good quality,1
good condition,1
Good,1
ok,1
Ok,1
2 out of 6 shuttles were defective.,0
nice,1
thank you,1
very nice,1
These are really nice shuttle under a good price range.,1
good quality,1
nice one...,1
good product,1
nice and durable..slow speed,1
Bad quality,0
I am playing badminton from last 6 month. Quality has been good so far but I believe they will make better Shuttle in coming soon.,1
nice,1
good quality,1
it was good product nice,1
good quality,1
nice product. Reached earlier than expected,1
good one,1
Good quality..,1
good,1
its a good product,1
good,1
good product. Thanks for fast delivery.,1
super,1
good replacement Service as i first gets a defective product,1
Nice good price,1
good,1
Very competitive price. Fast delivery.,1
100 % original,1
Nice product,1
Nice,1
"good shuttle , thanks to Flipkart for a speedy delivery, product is authentic n original.",1
Hope the price remains same.Mavis 350 Oginal product. 👍,1
Trustable,1
Good,1
great product,1
best,1
recommended to friend ..genuine product,1
best quality.,1
best for the intermediate player,1
good deal,1
nice,1
very good product,1
it's a nice product by Yonex,1
nice products and thanks flipcart... for delivery,1
Prompt delivery and good packaging ...last time wrong and damaged shipment made ..but this time took corrective action..Thank you.,1
super,1
super shuttle,1
Very happy with the product ☺️,1
Good,1
awesome nice product,1
fast service.I received it in one day,1
delivery not done how to give rating,1
very nice product,1
nice one,1
Genuine product,1
Very good & nice product,1
Good quality,1
product is nice...packing was worst..1 shuttle had broken inside for dat..delivered on assured day..still need to work on packaging a,1
quality was good,1
fast delivery and nice product,1
supet,1
Ideal Good best,1
Good,1
Perfect one,1
Good product,1
It is very good or u can say best also. I fell in water many time and its still working the best,1
Got original product from flip cart,1
Thanks for speed dilevired,1
nice,1
good,1
good,1
excellent,1
very good,1
got the best price...thanks FK,1
product as described,1
nice,1
super,1
Excellent delivered product,1
its original,1
Thank you flip card for the best product. Though it was my first shopping still then it was awesome.,1
best shuttle ever,1
"fantastic original product, if you are having a doubt, just don't worry, go for it .",1
great,1
Nice product.. Delivered on time.. Thank you flipkart,1
good for practice...,1
no doubt universally the best.,1
Nice and original one.. Go. For it,1
this product is amazing I love it,1
good product ...,1
a good one ..nice durability,1
"Good, faster delivery... Thanks flipkart...",1
worth of money,1
received packing loose,0
it's a genuine and of good quality. go for it,1
many shuttles started having wobbly flight on second day of plating,0
Not good,0
Good product with on time delivery. Loved it.,1
i was ordered 2 pillars one was damaged but shuttle is good,1
nice,1
nice product,1
awesome product loved it,1
"Waste product, ball so worst pls next time with good quality. Pls change the next time seller l.",0
Great shuttles....Even better than the ones available in the shops right now..,1
Good quality shuttles were delivered and I am happy with the purchase,1
👌👌👌,1
good,1
shipped within 24 hours. thanks for the quick delivery,1
really worth paying..best suited for outdoor and indoor as well,1
"Best one for this budget. Even though I am a badminton novices, I still could feel the difference between this shuttle and other products.This is has very similar characteristics to a feather shuttle but lasts much longer.",1
It's good,1
super,1
Good,1
very nice shuttle,1
good product,1
Good. User friendly,1
satisfied,1
durable and happy with this product.,1
good quality,1
nice product,1
good quality,1
Good,1
Good,1
Nice shuttle,1
good,1
good shuttlecock.... Can play 8-9 regerous games....,1
v good,1
good one.,1
Value for money,1
Nice cpcks working good,1
It's just what I wanted. Prompt delivery.,1
Outstanding,1
good product at  low cost in comparision to market,1
good,1
genuine. good product and service,1
Nice....,1
Very good for both professionals and for training also,1
Thank you. Nice to have at that price.,1
good product in low price,1
excellent product.simply we get cheaper than market.,1
very good. rate relatively less,1
thanks to flipkart,1
good product,1
good product,1
Wow,1
super,1
Good,1
gud nice product better to play for training purposes,1
Good for intermediate players. A shuttle lasts for 4 to 6 games.,1
Received Original product,1
very gug,1
Good Shuttle for Beginners,1
very..good product,1
Best product,1
good product,1
Perfect for me,1
Found with a Decent price at Flipkart and The Manufacturing date was only three months old. So I am very satisfied with this deal.,1
very good,1
super,1
"prfect product, perfect delivery.",1
Shuttles are good,1
Superb product and love the fast serive of flipkart,1
Get Best price,1
Got it delivered very next day..good quality shuttle at this price,1
Timely complete service..,1
"Nice product,",1
very nice,1
best shuttle,1
Good  for Daily practice,1
Excellent product.,1
nice,1
good,1
good product,1
I got what I have expected.....,1
nice product,1
quality product,1
On time delivery and 699/- is a good price.,1
Received product in excellent condition. Good packing and quick delivery. Keep it up Flipkart.,1
good,1
delivery is fast as expected... tq ekart logistics,1
"Great product at best price at Rs 699 in Flipkart. They new stock as well. The shuttle is slow which is good. Also, the advantage of using this shuttle is that most tournaments hosted here in India at intermediate plus level use Yonex Mavis 350.",1
"perfectly suitable for outdoor, but there is not much diff with local stores",1
Awesome product at this price and amazing services. Love you Flipkart.,1
bad product,0
Nice,1
Excellent,1
Marvelous good,1
"product is OK, nicely packed.",1
This is duplicate product Shuttles are too fast like Red capPls dont buy,0
"packing was awesome,no destruction in shuttle,great service,",1
Super,1
nyc,1
good one,1
good quality,1
it is good,1
exellent product,1
Simply the best one,1
Nice one long lasting,1
nice no wobbling  fly is perfect its orginal and some one boxes quality is bad,0
Quality product,1
on time delivery. The product is original. 100% genuine.,1
"The seller is mixing good one with duplicates, 3 shuttle out of 6 was of fluctuation speed.  Means flight was not ok,  I almost bought 6 bundles, In kerala official rate 730, but he will give it for 699",0
Product quality is not good,0
First class...:),1
NYC and original shuttle.,1
condition is good but is available in market on the same price,1
it's good,1
ratewise excellent.,1
Very disappointed with the shuttle quality. 3/6 shuttles wobble in the air. Zero stars,0
"I have bought it on Flipkart, I used the shuttle but 2 out of 6 shuttles were very bad and remaining 4 also lasted for half the time how the other original shuttles use to go.",0
"good quality, durable and lasting..",1
good,1
good product,1
Excellent,1
Very good,1
"Excellent,  but price should be a little bit less.",1
good n genuine product,1
"very fast delivery,  thanks flipcart",1
good,1
Third class product sent by flipkart. this time shuttle did not continue more than 2 days.,0
Good,0
Nice,1
Good one in the pack one or two are not having the correct flight,1
good one. neat packaing..fast delivery,1
Magnificent Products,1
After buying with multiple buyers this time found genuine shuttle thanks a lot to flipkart,1
gd product.. value for money,1
price are less than deler,1
good for regular usage in indoor,1
good,1
nice one,1
very good product,1
super,1
product was not good,0
The quality is so good. We are professional but still it lasts for long time.,1
best quality in low prise,1
thanks flipkart,1
highly worth,1
I used 5 out of 6shuttles ... I felt good,1
vry gud product n delivery superb,1
its good product,1
very good,1
good shuttle,1
nice,1
Bad product,0
Good,1
worst shuttle waste of money,0
Excellent,1
It really good,1
satisfied,1
Poor quality,0
"I am sorry for returned product which you sent to me,without seeing inside,you already sent one box,please send the remaining 3 boxes",1
Thanks,1
Good but. Old stock products,1
Good,1
Good,1
good quality thank you Flipkart,1
these shuttles are as good as feather shuttle in flight and life is good as well,1
very good product....,1
"Express delivery,. good keep it up",1
Good productlife is better and well balanced..speed is also good..shuttle is it is what I'm aspecting..,1
good quality,1
nice for people who paly regularly massive shots last long and goof,1
Good quality,1
good,1
Not genuine but ok for intermediate players,0
thanks,1
this product was very good . quality is very good .but delivery was too late,1
Good I  am going to try and get a few things in this cart,1
good product,1
goodquality,1
Good.,1
Good product and Fast delivery.I like Flipkart,1
Nice product,1
Good product to have,1
good,1
best,1
Don't buy,0
original product delivered by saller,1
Nice and good,1
yonex mavis 350 good,1
good,1
very good product and nice seller,1
Really good product..but all shuttles are not of same quality,1
"great shuttle, durable & perfect balanced...",1
350yonex best,1
Must buy,1
Good product.. All good.,1
very gd products,1
Original Products,1
Good one as expected.,1
Nice,1
As usual Great. On-time delivery.,1
good,1
thank you .... Nice product,1
Good quality...,1
Wonderful product!!,1
I was sent with a broken seal box and used shuttles.. very disappointed.,0
orginal. i am satisfied,1
Nice and original product,1
Gd,1
Nice 350,1
Good price,1
good quality with reasonable price,1
best shuttle for middle class people :D,1
Good,1
"Good Product , Value for money.",1
Awsm product. Shuttles are very strong love to play with it.,1
"Good product , bought this product many times but sometimes I can clearly see the product to product variation",1
good product,1
good,1
very good and fresh stock,1
genuine product,1
Good packing and orginal yonex product..,1
good product,1
perfect for outdoor too,1
Shuttle is fast,1
Good product . but delay in delivery.,1
Nice Product,1
A better rate than in open market.,1
For outdoor it is best good for playing matches with friends,1
Good,1
very nice products,1
superb....,1
Awesome,1
Quick delivery Well done,1
Good genuine product,1
"Nice, good, fast delivery, low price",1
so nice,1
Good,1
Excellent quality...as expected!,1
produt is good but delivery is very very bad......shame,1
Nice product,1
good one,1
Good and best price,1
Very very good,1
well made shuttles. may last 2 months each,1
genuine product and quality is good. Thanks Flipkart,1
"Yonex Mavish 350 with Green Cap Nylon Shuttle is fit not only for a beginner but also for a good player of Badminton. Go for it, it will not disappoint you.",1
good,1
"best quality. quality products, quick delivery, very happy.",1
Good one,1
price is high,1
"package was perfectly packed, but in transition got slight damage in outer box only",1
Superb quality..got my money's worth...thank you!,1
totally satisfied with the product,1
it's good,1
nice,1
No worries.Good packing.Didnt face any issue with the product.,1
very bad shuttle and heavy weight,0
Get open box.. shuttle .uumm.. ok..i know this 350 mavis is ausam..but when start game this shuttle is BUBBLING.. All shuttles BUBBLING.. MEAN TO SAY DIRECTIVE PCS,0
Right choice for outdoor game,1
Very nice packed and fast delivery good filpkart,1
good product,1
excellent...,1
Quality is good,1
"Cheked with sunrise, genuine product.",1
Delivered before time. Very good deal. Awaiting such more deals.,1
ox,1
They r good,1
Very good quality,1
Genuine product.,1
Super Fast delivery and also best quality shuttlecocks,1
It is a brilliant product,1
Good one,1
good,1
original quality,1
Long lasting. Better performance,1
This product are breakable,0
good,1
"Must say, these are the nicest shuttles for the price I paid. Long lasting.",1
Good,1
awesome!!,1
These are Good For Who can't afford Feathers,1
Value for money,1
Good,1
Worst product ever purchased till now.hard lower part of the shutttles (4) is not fixed properly. Only the ist shuttle in the box is of proper quality rest are very bad in quality.,0
It was Genuine Yonex I confirmed it on website The Plastic quality is soft and The Base Crock is less pours,1
Great product,1
excellent for practice...!,1
Nice product and durability,1
Genuine product. Very fine quality.,1
good  as expected,1
value for money,1
Awesome! and Excellent packaging for delicate item. Full marks to flipkart :),1
Very cheap nd good shuttle,1
good quality,1
Nice product..seems original,1
quality is not upto the mark,0
good shuttle....worth the money,1
Super,1
Worst quality,0
Love Flipkart for wonderful offer and the delivery was great without damaging the delicate item,1
It's good,1
good product,1
Good quality...,1
Thanks to seller and Flipkart. Fast delivery. behaviour of delivery boy was good. thanks,1
hood,1
good product superb,1
good product and timly deliver,1
super fast delivery by Flipkart. simply awesome,1
Awesome,1
good  product,1
Excellent,1
good,1
"quick delivery, and quality is good",1
Not nice brake very fast,0
very good,1
Good,1
Nice product.,1
very nice,1
awesome,1
Good ..Lasts couple of matches,1
Nice product in best price,1
"no comments, now a days shuttle quality is less only they doing it for business purposes",1
good but price increased,1
Useful Product...  Worth for Money,1
Good product.The only issue with the shuttles is that the cork of the shuttle goes off while the upper part remains ok at that moment. We used a transparent tape around the green strip on the new shuttle to mitigate the issue.Thanks.,1
Nice,1
Good quality,1
awesome product with discount,1
Shuttles are fine like normal ones and delivered on time,1
amazing cashback from phonepe.,1
best quality,1
I ordered it for 709 and next day it was available for 669.,1
Nice prodect,1
Very good on dry weather,1
This product is pirated and now a days we are getting lot of pirated products from Flipkart so be aware of this...,0
awesome Flipkart gives always value money it is one,1
Best product,1
Nice 1,1
these are not  slow shuttles. It is medium or fast. slow and medium shuttles are mixed. Very Bad.,0
awesome,1
nice deal,1
Nic,1
Good product thanks,1
Nice,1
Useless,0
It's good,1
best product,1
"Shuttle base is very poor, Recent shuttles comes with porous wood which gets withered away in a few days.",0
"very bad,don't buy....",0
Quality is not good,0
Good one .but not the same weight ..from the one we get from shop..but lasts.more,1
Good very lasting,1
Good product. Long lasting.,1
supper product,1
awesome product,1
Good,1
Very good product,1
The quality of the shuttles were really good and each one lasts a week. I am really happy that i got a original yonex product because fake shuttles have become very common today,1
Gd product...,1
nice product,1
super,1
Poor quality shuttle breaks in single day,0
good,1
it's not good quality,0
Nice product and speed delivered....,1
good,1
Nice,1
Nice one!!!,1
good excellent performance.,1
Awesome product,1
It's good,1
Best shuttle for intermediate level..,1
Nice product,1
Superb product in this price. Really all shuttles are good . Too good in this price.,1
Great product with very good price,1
Very poor,0
Good product...lasts two days of powerful games,1
Good quality but high rate,0
Great value for money deal...on time delivery and cheapest in the market,1
Very nice,1
Good product,0
fine,1
"Checked the product on the official site. It is genuine. I am more pleased by the quick delivery, within 2 days. Excellent service.",1
Looks not genuine,0
Good one👌,1
nice,1
The head of the shuttle usually break after a few matches.,0
Worst shuttle by flipkart services,0
Everything,1
Good,1
thanks,1
"Amazingly quick delivery, didn't even take 12 hours",1
Good quality shuttle with a long lasting quality.,1
Excellent condition and product,1
Original shuttles.,1
excellent shuttle.,1
Superb for regular practice. Good accuracy and appropriate weight.,1
Quality not acceptable,0
Super product,1
Excellent product,1
In nylon shuttle s 350 or 300 are ok best,1
very good quality,1
This is durable shettle,1
Super,1
"The only reason I bought it online was beaucse if the price. Quality is good as any mavis 350 shuttles. If you find within 700 Rs, go for it",1
Good one and lasting,1
very nice product marvis 350.,1
Durable,1
it's awesome,1
Nice,1
Gud product.. Thank you flipkart.. 👍,1
I use it everyday for 1 hour and it last for 1 week,1
NYC product,1
good prdt,1
Wrost item,1
100 percent original shuttles from flipkart at very good price.,1
Fentastic,1
Ultimate,1
Fantastic,1
Good quality,1
Good one and original.,1
Not good for good players,0
Good  quality .,1
Shuttle is good overall.,1
Hmmm.. Good,1
Not good,0
Great product... I'm extremely happy with the product... A great buy indeed...,1
Good,1
"One of the best shuttle for intermediate players, slow and steady.",1
I have bought it twice and it is really cool. Worth buying online. Especially when there is offer,1
Average quality of shuttles,1
Fine,1
i am happy,1
Good,1
Good,1
It's very good,1
Gud productFast deliveryBest price 710,1
Good product,1
Good buy!!,1
I am all ways buying this shuttle from this seller only and I am all ways getting  good product but this time I got two defective shuttle in  which base was cracked and delivery time was also very much it had take near by one week(8days) to deliver .,0
Mavis 350 best for out door playIt is durable can play 40 games,1
Good,1
its cool,1
Excellent,1
Good shuttle,1
Nice,1
These are best,1
this is nonsense product . He cheated me,0
very fast,0
Nice product,1
super,1
Not of good quality..,0
Economic sir please very good very economic everybody go for it nice,1
Good product,1
Good one,1
Bad,0
Excellent,1
Nothing to comment on product. But the package was not that great,1
good,1
Awesome item for this price. We play on hard surface in our housing society.... We hit a lot of smashes.... We can play with 1 shuttlecock for 4 days maximum.,1
a good onewe played continuously 15 daysvalue of moneysatisfied with this product,1
Suppar prodect,1
Good,1
"This one was not seems to be original, flight and speed variation was there compared to the original .",1
Good quality.... Good flight... Last for 4or 5 games with same flight and speed..,1
Superr,1
Good,1
Nice quality,1
Good,1
It sucks I've got 6/6 shuttles Worthless piece of junk,0
Its very niceI book anything,1
"It a nice one  No wastage of money , right utilization of money",1
Excellent,1
The packing is very good and the rate is moderate,1
Good,1
Original.,1
Ya good,1
Gud quality,1
Good to play,1
Original product I recommend.,1
Some better,1
"Good, original product",1
Good,1
Good product,1
Good product,1
Supper duper,1
Seem to genuine ones..,1
Good product and service,1
Best Deal on proven product.,1
Thanks to flip cart for before expected delivery,1
Best one... worthy for money,1
Good but in the add  you have given mavis 350 1/2 Doz +3. Where is+3?,1
Best product.....no need to confuse....just buy it....,1
Fast deliveryOriginal productReasonable price,1
"he say first 620 , and amount take 700",1
Nice product,1
Good produt,0
Its good in flipkart as its easy to order any thing.,1
"Worst product, wrong item send",0
It was delivered before time thanks,1
Good quality products,1
Nice product ....I am really happy thanku Flipkart,1
Nice product,1
Not looking genuine,1
Nice product,1
Very nice shuttle,1
Best quality for tis rate,1
Best quality 👍👍,1
Good product.,1
We play badminton on tar road. This shuttle is very durable and lasts a week on the road. Previously we used to use mavi2000i that used to spoil in 2 days.,1
Superb,1
Good shuttles and affordable price,1
Super quality good product,1
Great quality!!,1
One of the best shuttlecock ever usedMust buy for everyone,1
It's great experience to buying yonex 350 from flipkart .flipkart five awesome offers,1
Good product,1
Good product,1
"Good product ,I think it's original brand",1
Product is good but price lil high. Waiting for sale season.,1
Nice shuttle. Thanks Flipkart for good packing and timely delivery.,1
Best quality,1
It's was totally original mavish 350 thanks a lot,1
Good quality,1
Good  product,1
Good,1
Best from Flipkart,1
Received a completely different item of cheap quality.,0
Best hai bro...,1
Best shuttle fr outdoor.   . I love it,1
This is  an imitation of original mavis 350.I have been playing with mavis for 10 yrs now.,0
Good for indoors!,1
This product is good and dilevery boy also good.........,1
Product as expected and displayed.... Thankyou,1
Best in Quality.,1
Quality is poor.  Few are not good at beginning.,0
Very disgusting product .,0
Poor quality,0
Good product,1
Nic,1
Very good product,1
Solid,1
Good,1
ee recived the orginal one nice..,1
Good,1
Good product by yonex,1
Nice product,1
Good quality,1
Nice product,1
Best shuttle,0
Nice price,1
Great product,1
Nice and genuine product,1
Good product but rate is high,1
Satisfied,1
Default product delivered by your company,0
Good,1
Super,1
Great..,1
ideal for beginner and intermediate level players. Lasts longer.,1
Ok,1
Bad quality,0
Nice Product...,1
Good quality,1
Good.,1
Gud product,1
Not so good...very poor quality.,0
Good productBut doesn't have life for long time 🤣🤣,1
Good product,1
Few shuttles are not good.,0
It came very soon I really appreciate,1
Best,1
Nice durability,1
Best shuttle in good price,1
The product was well packed n contained Mavis 350 shuttles only n were brand new. Delivered with 24 hours. Happy with the purchase,1
Nice very good product,1
Good packing and delivery. Product original and Yonex 350 always better to buy  for senior players,1
"Fast delivery, good packing and 100% original",1
gvry gd product,1
Mavis 350 good but Coriyar not good every time ask money,1
Best badminton experience ever.,1
Its a proper professional shuttle and doesn't deviate much in the open area with the wind pressure,1
I loved it,1
Nice product,1
"Shuttlecock quality is okay, lasts only for 2-3 games (doubles/21 point) after which it wobbles",1
Thanks to Ekart boy.. good service,1
Good product buy less than 650,1
good price,1
Nice product and the shuttles are super,1
"Nice one, go for it.",1
Good,1
Super,1
90% ok,1
Delivered within one day . Good,1
The product is awesome and the delivery boy delivered the product on time and he was very nice person.,1
Good,1
Best price in all yonex suttle,1
Good,1
suits our group...,1
I felt difference in shuttle quality comparing with offline store..I doubt product authenticity..,0
Nice,1
"Genuine and good product, Best Service by Flipkart",1
Mst awom product,1
Thanks.,1
Nice one with affordable price,1
Good one,1
I am satisfied with ur service,1
Best for professionals,1
Gud,1
Good,1
Very good quality,1
It is good in qualityPerformance is goodBut life time is short,1
Great suttle by yonex,1
Very bad product,0
Good quality product thanks for yonex,1
As found as expected,1
Very good product,1
Good,1
Good,1
This is worth buying trust me!.,1
Good,1
Most durable product,1
Good and delivered as mentioned,1
Timely delivery and product as expected,1
price is lower than other sellersbut it is slower than mavis 10 blue cap,1
Good,1
Good quality,1
Product is original & genuine. Simply super b.Thanks to flip kart.,1
"Worst product delivery from flipkart, flipkart is not bothering about customers, it's simply delivering unsealed and used products.",0
Good,1
Nice product at lowest price..,1
Super product,1
Good shuttles.,1
excellent product at low price...genuine... Loved it...,1
Gud,1
Fabulous product,1
Best shuttles... Used for pro tournaments.... 1 shuttle can be used 2-3 days (rough use) intermediate play,1
Very nice,1
Satisfied with the quality. Good product.,1
nice and gud product no damage gud,1
"5star for flipkart delivery. Order placed at 7.30pm, shipped at 8pm, delivered next morning at 10am. #bangalore Thumbs. Up to their logistics. Product is original",1
Excellent....,1
Nice one.. as quality concerns old dated manufacturing,1
Good quality shuttle. Original,1
Original product good quality 👍,1
packaging was very pathetic. the box containing the shuttle was deformed. proper packaging was required i guess.,0
Gud product,1
Superb,1
Very nice to play,1
Very good product..,1
Good one....,1
Good product,1
Nice product,1
"The seller is good, the product was new. And delivery was also on time.",1
Good product,1
Nothing,0
Good,1
Very good,1
Good quality product!!!!,1
Waste,0
It's Good,1
Good product,1
Fine,1
Cork not good,1
Nice,1
Nice,1
Better,1
Very nice,1
Very good quality,1
It's awesome,1
Nice,1
Good product,1
Top class,1
It is not good so very lose,0
Good product,1
Good pankig,1
Very good,1
Product is good. Improvement required in delivery time.,1
Thank you flipkart for my return and great shuttle to play in outdoor,1
Very nice,1
Nice product,1
good product,1
Good,1
Original Yonex shuttle. It's flight is good even after using for more than 10 games.,1
Too bad don't buy,0
NYC,1
Good product,1
Good to purchase,1
Good,1
Good enough for the price,1
Good,1
Nice quality,1
Best for playing...slightly faster than feather shuttles...but gr8 than other nylon shuttles ...,1
Awesome,1
Product is very nice delivery is very bad,1
Best ever,1
"Arrived on time, good product",1
Excellent,1
"I think, it is perfect shuttle 4 beginners n regular practice.",0
Very good product,1
Nice product,1
Poor quality,1
Perfect,1
Original product. Great deal,1
Stays long ..,1
Fast delevery. Item quality good.,1
Nice,1
So bad,1
Excellent,1
Got it for <600Decent product,1
Worth,1
Nice product...,1
Wasted,1
Love it...,1
Good product,1
"Discounted items are really worst. All the shuttle got damaged from cork after 2-3 matches. This happened for all  4, who ordered in similar time. It must be priced around 500 /- for such a poor build quality. It must be recycled cork. Now a days retailer shops are also selling at same price 700/-, better to purchase from there",0
Super I buy this offer the price is good 640,1
Low quality product,0
Thanku flipkart,1
"Mavis 350 shuttles are excellent but if these comes in contact with dewa(water), these don't last for much time.",0
"I am using from last 2 year for regular playing, best nylon shuttle..",1
Great one....!!!!!,1
Very good product,1
Awesome,1
"Good quality,delivered earlier than expected date...",1
Good product but late delivery...,0
Worst don't buy.. all the corks are throttling..Delivering QA failed products,0
Thise product too old,0
"Though it is mentioned as Yonex, quality is poor.",1
"It was a horrible experience for me. First the seller sent a pack of white child playing shuttle of (may be ) ₹20 . That too this was packed in Mavis 350 cover. When contacted , Flipkart told dat, they had no idea why d seller did so despite d fact dat it was  'Flipkart ASSURED'. Anyway they promised to change& they changed it. Relieved",0
Poor quality,0
Good quality.,1
Good Product!,1
Good,1
Great,1
very very poor quality,0
Good,1
"Good product and it, s good for out door courts  must buy",1
Nice product. Worth for money. Low price.,1
Awesome price.. Gud package and authentic product,1
Nice product,1
good  product  ...,1
Superb,1
Super quality....!,1
Product is good,1
Very gud 1,1
Delivered in right time,1
Excellent price,1
Product is good.Service is very fast. Within 2 days I got my item. Thanks Flipkart.,1
Such a low quality product. This one is not original Mavis 350 as each cork has not lasted for even a single match. This seller has to be blacklisted by Flipkart.,0
It is good and delivered on time but the shuttle doesn't last for even 4 days ...the sticker inside it got out the first day..,1
Poor quality,0
awesome......,1
I was getting for 640 so i ordered 2. :),1
Nice,1
Very good,1
Good,1
Product is very good.,1
Nice,0
"Best shuttles for beginners and good practicing badminton i will always suggest ""MAVIS 350"" for outdoor and indoor as well",1
Okay,1
Igood product,1
Genuine Mavis 350 shuttle. Thanks Flipkart for such amazing price.,1
Nice product,1
Very good product,1
Good Product.,1
Nice product. 👍,1
V good,1
Very very good,1
Excellent,1
Nice,1
Satisfactory,1
Soo nice and it is the correct price to buy,1
Good,1
Very good product and reasonable price,1
Less price frm mrkt nice prdct but very delay to delivery thts nt gd,1
100%pure products that i received,1
Superb,1
Good,1
Product was not good,0
Best of Yonex Mavis. Value price & super fast delivery in 1 day,1
Excellent product.... thanks Flipkart for fast delivery....,1
Good,1
NOT BAD ITS REALLY GOOD QUALITY,1
Fully satisfied with these order,1
Awesome quality and best price,1
Very nice product...good quality.,1
delivery boy is very nice in behaviour,1
Very nice product,1
Very Good product like normal sports store! All 6 are nice condition.,1
Good quality shuttle....lasts upto one week per shuttle even after rough use,1
Nice,1
nice bt come to delay,1
Good,1
Nice,1
Good product,1
Good purchase,1
Good,1
it's good product....durability is well.,1
Nice,1
Good serviece,1
Excellent!,1
Product is good..,1
It was amazing Hello flipkart I wany you to tell somthing that my badminton tournament  is coming so please please  give free delivery on yonex voltric 100ld  please please  ok .,1
Nice product,1
I m very happy to you are service. Keep it up,1
Good,1
Very good.. superb,1
I like,1
Satisfying product one can easily rely on flipkart,1
Original and good product,1
Cool product in less price !! Thanks for this flipkart,1
Good product,1
Superb shipping..fast delivery...good item at shown...Thanx flipcart,1
Good one,1
Its nice and recommend to use it #made in japanVery good quality👍👍👍👍,1
It is good shuttle but costly.,1
Good,1
Perfect flipkstr,1
Nice shuttle .....,1
Wow,1
I usually buy it from the market and it lasts 4-5 days easily. This time I bought it online and it didn't even last one day. Also the shuttle is much slower than the same bought from market. I feel it is a fake product with exact copied packaging,0
Good product...,1
Good,1
Just awasome,1
Really good product.....thnks Flipkart,1
Nice product.,1
Best deal ..,1
Good,1
Nice product..4.5 stars,1
Good,1
Good,1
Smart,1
Within 48 hrs delivered good product,1
Reasonable price comparatively,1
Fast Delivery and Nice Shuttle for beginners,1
Cheap and product as described and expected.,1
Well in time,1
Good,1
Superb,1
Good quality at low prices,1
Got the genuine product,1
Good product,1
Very good product,1
Perfect pack! Completely packed and sealed box! Very nice.,1
Yo,1
Good product,1
"Very poor quality , This Time i totally wrong product...i really unhappy For seller.",0
For normal play only,0
Good buy,1
Quality is good ok,1
Top,1
Excellent..product..,1
Genuine quality. Checked on their official Sunrise website. All shuttles brand new. Top notch. Box was a little squeezed. But shuttles were intact.,1
Good,1
Super,1
Very good,1
Good,1
Just great,1
Best shuttles in less amount with offer,1
Good,1
Medium Speed.. I bought it for ₹578 on flipkart. If you want more speed go for mavis 300i,1
Nice product,1
Very good shuttles,1
Very nice original product.,1
This shuttle is very nice and delivery is also very good,1
Good product but worst delivery service,0
Good one,1
Awesome,1
Ok,0
"Dear all,The reason I gave this product a single star is due to the following reasons. The product authenticity is in question as the box that i ordered lasted very less.max 3 set's. After that it started disintegrating. And the cork came out. Further on comparison with the other  box of shuttle which i purchased from my sports shop gguy lasted for more than 7 games before disintegrating. The colour of both the shuttle on comparison the box from flipkart has a darker green yellowish tin...",1
Good,1
Worst product....Dont buy from flifkart,0
Best option to purchase with least price,1
Good,1
good,1
Good,1
Worst product Dont buy,0
nice bt deadly slow,1
Good,1
"Except packing of Flipkart, everything is good",1
"Full Bawkbass, waste of money, cant use after playing for 2 hours.",1
"Good quality product.Thanks to Ekart,Courier boy and Flipkart for giving this in time.",1
Good,1
Good quality,1
Very glamorous shuttles... Thanxx flipkart,1
Awesome quality....,1
Good,1
Good,1
Not happy with the shuttle s and looks duplicte shuttle,0
I  happy with these shuttles,1
Delivered promptly. Good quality,1
Orginal product,1
Awesome product and right time delivery,1
Product was as expected,1
Old item,0
Original Yonex shuttles. excellent flight.,1
Got the Product On Time and it is of best quality. :),1
Excellent,1
Thanks,1
Good,1
Good and genuine .,1
Amazing at 536 rupee,1
Very nice product,1
Excellent,1
